,DateTime,filename,Tag_name,Error,timed out,fail,Failed,Stopped,PERM,PERF,INFO,TEMP,UNKN,PEND,failure,fault,Err,not responding
0,2018-03-02T00:00:01-05:00,br005,crond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2018-03-02T00:00:01-05:00,br005,systemd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
