3230,(root) LIST (root)
3323,(root) LIST (root)
3396,(root) LIST (root)
3486,(root) LIST (root)
3592,(root) LIST (root)
3688,(root) LIST (root)
3770,(root) LIST (root)
3855,(root) LIST (root)
3942,(root) LIST (root)
4039,(root) LIST (root)
4170,(root) LIST (root)
4309,(root) LIST (root)
4439,(root) LIST (root)
4564,(root) LIST (root)
4699,(root) LIST (root)
4838,(root) LIST (root)
4967,(root) LIST (root)
5091,(root) LIST (root)
5221,(root) LIST (root)
5344,(root) LIST (root)
5479,(root) LIST (root)
5605,(root) LIST (root)
5733,(root) LIST (root)
5858,(root) LIST (root)
