4926,(root) CMD (/usr/sbin/naemon_update.sh)
4951,(root) CMD (/usr/lib64/sa/sa1 1 1)
4989,(root) CMD (/usr/sbin/naemon_update.sh)
5010,(root) CMD (/usr/lib64/sa/sa1 1 1)
5032,(root) CMD (/usr/lib64/sa/sa1 1 1)
5053,(root) CMD (/usr/sbin/naemon_update.sh)
5075,(root) CMD (/usr/lib64/sa/sa1 1 1)
5113,(root) CMD (/usr/sbin/naemon_update.sh)
5135,(root) CMD (/usr/lib64/sa/sa1 1 1)
5170,(root) CMD (/usr/lib64/sa/sa1 1 1)
5179,(root) CMD (run-parts /etc/cron.hourly)
5180,(root) CMD (/usr/sbin/naemon_update.sh)
5205,(root) CMD (/usr/lib64/sa/sa1 1 1)
5243,(root) CMD (/usr/sbin/naemon_update.sh)
5264,(root) CMD (/usr/lib64/sa/sa1 1 1)
5299,(root) CMD (/usr/lib64/sa/sa1 1 1)
5306,(root) CMD (/usr/sbin/naemon_update.sh)
5328,(root) CMD (/usr/lib64/sa/sa1 1 1)
5367,(root) CMD (/usr/sbin/naemon_update.sh)
5388,(root) CMD (/usr/lib64/sa/sa1 1 1)
5425,(root) CMD (/usr/lib64/sa/sa1 1 1)
5434,(root) CMD (run-parts /etc/cron.hourly)
5435,(root) CMD (/usr/sbin/naemon_update.sh)
5463,(root) CMD (/usr/lib64/sa/sa1 1 1)
5501,(root) CMD (/usr/sbin/naemon_update.sh)
5522,(root) CMD (/usr/lib64/sa/sa1 1 1)
5559,(root) CMD (/usr/lib64/sa/sa1 1 1)
5566,(root) CMD (/usr/sbin/naemon_update.sh)
5602,(root) CMD (/usr/lib64/sa/sa1 1 1)
5640,(root) CMD (/usr/sbin/naemon_update.sh)
5648,(root) CMD (/usr/lib64/sa/sa1 1 1)
5682,(root) CMD (/usr/lib64/sa/sa1 1 1)
5691,(root) CMD (run-parts /etc/cron.hourly)
5692,(root) CMD (/usr/sbin/naemon_update.sh)
5730,(root) CMD (/usr/lib64/sa/sa1 1 1)
5768,(root) CMD (/usr/sbin/naemon_update.sh)
5776,(root) CMD (/usr/lib64/sa/sa1 1 1)
5812,(root) CMD (/usr/lib64/sa/sa1 1 1)
5819,(root) CMD (/usr/sbin/naemon_update.sh)
5855,(root) CMD (/usr/lib64/sa/sa1 1 1)
5893,(root) CMD (/usr/sbin/naemon_update.sh)
5901,(root) CMD (/usr/lib64/sa/sa1 1 1)
5921,(root) CMD (/usr/lib64/sa/sa2 -A)
